cust_id,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,segment
1163,33,90,11573.234025144577,2,2,4,At Risk
1164,27,90,10536.533501434327,2,2,3,Lost
1165,5,85,8372.208471488953,4,1,1,Others
1166,9,85,10574.231997776034,4,1,3,Others
1167,75,77,7085.591994333268,1,1,1,Lost
1168,15,97,9068.897959995269,3,4,2,Loyal
1169,90,104,16297.948990678791,1,5,5,Loyal
1170,24,97,11636.227985858915,2,4,4,Loyal
1171,26,77,6942.020499491692,2,1,1,Lost
1172,35,100,12352.688474225999,2,4,5,Loyal
1173,12,103,14253.31604859829,3,5,5,Loyal
1174,0,94,9952.33859846592,5,3,3,Others
1175,27,83,7692.173476815225,2,1,1,Lost
1176,0,98,9773.916523146629,5,4,2,Loyal
1177,6,94,12818.542952632903,4,3,5,Others
1178,47,76,9715.826958274842,1,1,2,Lost
1179,79,88,10140.415980458258,1,2,3,Lost
1180,5,76,7950.344490337372,4,1,1,Others
1181,16,89,8324.936994338035,3,2,1,Others
1182,31,89,10105.96490931511,2,2,3,Lost
1183,42,106,12076.966995239258,1,5,5,Loyal
1184,93,103,12007.800396537781,1,5,5,Loyal
1185,14,84,8883.954023194314,3,1,2,Others
1186,1,78,8744.184441924095,5,1,1,Others
1187,3,102,10594.621991467477,5,5,3,Loyal
1188,34,85,9183.32801876068,2,1,2,Lost
1189,28,83,10496.16754808426,2,1,3,Lost
1190,15,104,10664.994037437438,3,5,3,Loyal
1191,10,85,7276.050985872746,4,1,1,Others
1192,4,93,10982.666464543341,5,3,4,Others
1193,41,96,11561.323049354554,1,4,4,Loyal
1194,19,71,10952.266518878938,3,1,4,Others
1195,8,105,12890.35049660206,4,5,5,Champions
1196,25,93,9269.12245080471,2,3,2,Others
1197,10,90,11244.847037744523,4,2,4,Others
1198,53,93,11302.064044713976,1,3,4,At Risk
1199,44,88,8566.11054184437,1,2,1,Lost
1200,7,80,8284.618009424208,4,1,1,Others
1201,8,108,12089.01597571373,4,5,5,Champions
1202,6,80,7518.572541189192,4,1,1,Others
1203,21,86,9448.25495812893,3,2,2,Others
1204,9,99,8751.256532239913,4,4,1,Loyal
1205,5,96,9958.92704114914,4,3,3,Others
1206,9,98,11585.556501531599,4,4,4,Champions
1207,25,97,8761.244947052,2,4,1,Loyal
1208,5,93,11074.897461843491,4,3,4,Others
1209,23,87,10621.287520217898,2,2,3,Lost
1210,2,102,12007.67893207073,5,5,5,Champions
1211,5,68,5900.447925233841,4,1,1,Others
1212,48,90,6914.590479397774,1,2,1,Lost
1213,2,80,11274.213517189024,5,1,4,Others
1214,2,94,11394.198920440673,5,3,4,Others
1215,34,83,8312.64349870682,2,1,1,Lost
1216,27,84,9240.140914297102,2,1,2,Lost
1217,1,95,10015.534030222892,5,3,3,Others
1218,61,95,12270.30898759365,1,3,5,At Risk
1219,4,88,10279.128523135185,4,2,3,Others
1220,44,80,9016.321497130393,1,1,2,Lost
1221,0,94,8607.076980948446,5,3,1,Others
1222,12,101,9051.201514530181,3,4,2,Loyal
1223,57,87,13679.185850214957,1,2,5,At Risk
1224,0,103,9547.110940766335,5,5,2,Loyal
1225,7,105,11883.60144994259,4,5,5,Champions
1226,24,90,12156.354120874405,2,2,5,At Risk
1227,29,81,9516.750498795509,2,1,2,Lost
1228,27,85,10701.250463342667,2,1,3,Lost
1229,20,93,8920.776513600349,3,3,2,Others
1230,22,82,11212.48296470642,3,1,4,Others
1231,14,103,8010.8199689388275,3,5,1,Loyal
1232,3,96,10630.889518213275,5,3,3,Others
1233,2,119,11974.280401337148,5,5,5,Champions
1234,11,107,9876.392455244066,3,5,3,Loyal
1235,1,83,8478.514496803284,5,1,1,Others
1236,60,95,10324.311528444288,1,3,3,Others
1237,8,91,8944.471012830734,4,3,2,Others
1238,0,93,10259.080478382111,5,3,3,Others
1239,34,91,11078.385938119885,2,2,4,At Risk
1240,4,91,8921.639527606965,5,3,2,Others
1241,4,78,9163.619963026045,5,1,2,Others
1242,30,76,8673.936038184167,2,1,1,Lost
1243,22,90,10486.07547957897,3,2,3,Others
1244,71,90,10683.71595158577,1,2,3,Lost
1245,19,81,11146.792932367323,3,1,4,Others
1246,5,109,11993.342022895817,4,5,5,Champions
1247,14,102,11603.541540181637,3,5,4,Loyal
1248,72,111,12512.429897761347,1,5,5,Loyal
1249,19,97,8315.090055775641,3,4,1,Loyal
1250,3,92,12197.986944985389,5,3,5,Others
1251,8,95,11637.491029953957,4,3,4,Others
1252,17,87,10807.48852806091,3,2,4,Others
1253,24,98,10956.723504424093,2,4,4,Loyal
1254,32,80,8381.781466579436,2,1,1,Lost
1255,30,92,10045.332011294367,2,3,3,Others
1256,4,104,14233.448503303527,5,5,5,Champions
1257,51,99,11998.303969073295,1,4,5,Loyal
1258,57,89,7140.504474925995,1,2,1,Lost
1259,3,101,10437.131530284883,5,4,3,Loyal
1260,11,85,10711.877989387513,4,1,3,Others
1261,7,119,12085.981523966793,4,5,5,Champions
1262,12,93,8607.547571146488,3,3,1,Others
1263,6,85,10956.755991888047,4,1,4,Others
1264,20,85,10608.273495805262,3,1,3,Others
1265,33,103,11045.9544929266,2,5,4,Loyal
1266,39,94,12008.079510211941,1,3,5,At Risk
1267,20,96,10229.986542820927,3,4,3,Loyal
1268,3,92,10710.88553650379,5,3,3,Others
1269,37,83,7592.691967844964,2,1,1,Lost
1270,10,93,10555.608498430252,4,3,3,Others
1271,11,80,8243.247460985185,3,1,1,Others
1272,2,99,8789.339028501508,5,4,1,Loyal
1273,4,94,12738.928084337716,5,3,5,Others
1274,42,92,9461.638019466402,1,3,2,Others
1275,7,93,12075.479887032508,4,3,5,Others
1276,12,111,12724.232018113138,3,5,5,Loyal
1277,34,93,9967.374064373971,2,3,3,Others
1278,49,83,8159.928430128099,1,1,1,Lost
1279,23,82,7712.50395040512,2,1,1,Lost
1280,20,91,9385.664473104478,3,3,2,Others
1281,22,92,9198.040978503226,3,3,2,Others
1282,23,88,11348.986993527411,2,2,4,At Risk
1283,7,101,10676.523986935614,4,4,3,Loyal
1284,4,113,11759.547042524815,5,5,4,Champions
1285,13,94,11196.577434563638,3,3,4,Others
1286,35,85,8794.834954619406,2,1,1,Lost
1287,0,98,11317.68352034092,5,4,4,Champions
1288,59,88,8625.882050275803,1,2,1,Lost
1289,72,103,9953.903958415985,1,5,3,Loyal
1290,9,103,13756.732026910782,4,5,5,Champions
1291,53,96,12441.57194726467,1,4,5,Loyal
1292,6,100,11564.264842915534,4,4,4,Champions
1293,51,102,12042.509940218926,1,5,5,Loyal
1294,0,93,10716.002497673035,5,3,3,Others
1295,61,85,11991.313093566894,1,1,5,At Risk
1296,3,99,9345.250965452195,5,4,2,Loyal
1297,60,94,12274.777005887034,1,3,5,At Risk
1298,12,100,11156.063549399376,3,4,4,Loyal
1299,23,88,9501.861534404754,2,2,2,Lost
1300,11,93,12014.622500038147,4,3,5,Others
1301,83,85,11276.417033791542,1,1,4,At Risk
1302,29,77,8510.847009444236,2,1,1,Lost
1303,10,95,9948.265509033203,4,3,3,Others
1304,8,82,9294.21155395508,4,1,2,Others
1305,50,99,12456.069451665879,1,4,5,Loyal
1306,16,96,8840.776970863342,3,4,2,Loyal
1307,27,79,9218.164019870756,2,1,2,Lost
1308,28,77,11528.487443065644,2,1,4,At Risk
1309,19,102,12560.667501950265,3,5,5,Loyal
1310,4,108,10899.645529031754,5,5,4,Champions
1311,3,107,12132.239516592024,5,5,5,Champions
1312,27,87,6283.932975125313,2,2,1,Lost
1313,10,87,9763.658519554141,4,2,2,Others
1314,9,115,12517.121521568295,4,5,5,Champions
1315,54,98,12329.314504671096,1,4,5,Loyal
1316,19,97,13049.318458414078,3,4,5,Loyal
1317,16,99,12467.21249754429,3,4,5,Loyal
1318,2,94,9799.457467865943,5,3,2,Others
1319,49,92,11014.250010609625,1,3,4,At Risk
1320,67,100,11741.811027336122,1,4,4,Loyal
1321,25,84,7964.765972185133,2,1,1,Lost
1322,15,89,8630.701987969875,3,2,1,Others
1323,20,80,9332.287978935241,3,1,2,Others
1324,2,110,14365.708906102183,5,5,5,Champions
1325,6,85,9479.529030704498,4,1,2,Others
1326,8,102,10732.85709898472,4,5,3,Loyal
1327,13,106,13839.734928441048,3,5,5,Loyal
1328,3,96,10763.912904143333,5,3,4,Others
1329,4,92,11478.329528212547,5,3,4,Others
1330,0,87,9321.580523490906,5,2,2,Others
1331,64,86,8959.204092049597,1,2,2,Lost
1332,20,101,10441.756424474715,3,4,3,Loyal
1333,3,115,13794.551986670494,5,5,5,Champions
1334,4,103,12001.825990438463,5,5,5,Champions
1335,84,88,9435.082455182077,1,2,2,Lost
1336,2,88,10092.634995532035,5,2,3,Others
1337,0,88,9205.013024139404,5,2,2,Others
1338,6,90,6823.885491991043,4,2,1,Others
1339,30,96,9526.389520978928,2,4,2,Loyal
1340,14,80,9740.578412532806,3,1,2,Others
1341,49,103,11387.558498811719,1,5,4,Loyal
1342,17,99,10777.454402828218,3,4,4,Loyal
1343,0,105,15842.925989866259,5,5,5,Champions
1344,2,86,7801.010994648931,5,2,1,Others
1345,3,100,10723.548052597045,5,4,3,Loyal
1346,22,94,10027.369966101645,3,3,3,Others
1347,6,83,7363.698932790757,4,1,1,Others
1348,9,121,13494.134549665452,4,5,5,Champions
1349,45,114,12715.363475966453,1,5,5,Loyal
1350,12,80,8284.082441258432,3,1,1,Others
1351,20,89,9861.692465806009,3,2,3,Others
1352,21,94,11649.8559510231,3,3,4,Others
1353,2,98,11294.79390759468,5,4,4,Champions
1354,0,87,9132.038525247572,5,2,2,Others
1355,11,97,10307.918465304376,4,4,3,Loyal
1356,35,97,9056.098490214348,2,4,2,Loyal
1357,34,95,11312.931958007814,2,3,4,At Risk
1358,4,103,11015.300965738294,5,5,4,Champions
1359,11,75,7152.293519306183,4,1,1,Others
1360,2,96,6909.367963504792,5,3,1,Others
1361,9,88,10237.868007779123,4,2,3,Others
1362,1,79,8279.844493198394,5,1,1,Others
1363,87,84,11320.155427074433,1,1,4,At Risk
1364,37,108,11540.625964856146,2,5,4,Loyal
1365,12,112,11583.446558618547,3,5,4,Loyal
1366,29,98,9172.818499422072,2,4,2,Loyal
1367,12,73,7397.797512197495,3,1,1,Others
1368,61,73,11253.877469658852,1,1,4,At Risk
1369,2,104,11342.680995750428,5,5,4,Champions
1370,43,87,8673.043925857544,1,2,1,Lost
1371,103,81,7004.156971740724,1,1,1,Lost
1372,25,108,13522.445936083795,2,5,5,Loyal
1373,0,97,10763.294533896447,5,4,4,Champions
1374,10,109,9484.19546813965,4,5,2,Loyal
1375,4,109,12218.185995924474,5,5,5,Champions
1376,17,90,9348.503567266465,3,2,2,Others
1377,6,95,11573.991032481192,4,3,4,Others
1378,48,90,9110.28151292801,1,2,2,Lost
1379,9,80,7086.008497476579,4,1,1,Others
1380,35,111,11096.011883449557,2,5,4,Loyal
1381,1,90,8439.962030315399,5,2,1,Others
1382,80,98,9604.079051709175,1,4,2,Loyal
1383,22,90,9117.960468792915,3,2,2,Others
1384,4,92,9914.463041734696,5,3,3,Others
1385,9,89,11564.52900454998,4,2,4,Others
1386,18,93,10706.783469069005,3,3,3,Others
1387,2,110,13534.317056441309,5,5,5,Champions
1388,52,103,9395.899481666089,1,5,2,Loyal
1389,3,103,12289.419984102247,5,5,5,Champions
1390,13,92,10247.710948252681,3,3,3,Others
1391,5,86,8147.758055019379,4,2,1,Others
1392,2,76,9034.159456944466,5,1,2,Others
1393,27,104,13480.811380636693,2,5,5,Loyal
1394,38,86,11032.357969474793,1,2,4,At Risk
1395,34,97,9588.714501166345,2,4,2,Loyal
1396,30,85,9579.001946783066,2,1,2,Lost
1397,35,82,7045.240963196754,2,1,1,Lost
1398,2,103,11052.005941307545,5,5,4,Champions
1399,27,91,8251.920460271835,2,2,1,Lost
1400,15,95,10862.467012023926,3,3,4,Others
1401,1,113,10890.188499259948,5,5,4,Champions
1402,3,87,10821.164031791686,5,2,4,Others
1403,21,97,11744.926502466202,3,4,4,Loyal
1404,1,113,16595.93901910782,5,5,5,Champions
1405,0,86,11197.144020843507,5,2,4,Others
1406,13,94,11593.049460959433,3,3,4,Others
1407,8,96,7750.03799263239,4,4,1,Loyal
1408,9,86,12127.94006962776,4,2,5,Others
1409,33,106,10939.189969694615,2,5,4,Loyal
1410,16,78,10760.733979916573,3,1,4,Others
1411,0,94,12545.36196846962,5,3,5,Others
1412,28,92,10198.570002007482,2,3,3,Others
1413,40,91,8397.395453977586,1,2,1,Lost
1414,9,81,10077.424492406848,4,1,3,Others
1415,84,85,9665.959046983717,1,1,2,Lost
1416,31,91,8034.683486652373,2,2,1,Lost
1417,0,83,7476.181484651566,5,1,1,Others
1418,8,98,7840.993463802337,4,4,1,Loyal
1419,15,91,10201.89456100464,3,3,3,Others
1420,32,80,10085.572005534174,2,1,3,Lost
1421,52,95,11308.197939634325,1,3,4,At Risk
1422,89,81,9514.024873876571,1,1,2,Lost
1423,10,93,10816.425995349886,4,3,4,Others
1424,6,91,9365.935001707077,4,3,2,Others
1425,8,99,12091.35502588749,4,4,5,Champions
1426,9,108,12846.697003936766,4,5,5,Champions
1427,12,89,8560.818004369736,3,2,1,Others
1428,0,96,10358.617926359178,5,3,3,Others
1429,63,82,10695.587454295159,1,1,3,Lost
1430,36,87,10024.041592454909,2,2,3,Lost
1431,1,98,13280.225033402443,5,4,5,Champions
1432,6,102,12278.1190618515,4,5,5,Champions
1433,20,92,9999.886996960637,3,3,3,Others
1434,20,102,11572.215457248687,3,5,4,Loyal
1435,9,111,9831.179005098345,4,5,3,Loyal
1436,69,90,8400.382599687577,1,2,1,Lost
1437,2,97,11014.03194949627,5,4,4,Champions
1438,15,90,8189.265983140468,3,2,1,Others
1439,6,96,7724.3289404869065,4,4,1,Loyal
1440,7,104,11891.777471399306,4,5,5,Champions
1441,90,96,9630.492522740366,1,4,2,Loyal
1442,13,87,10591.798043251036,3,2,3,Others
1443,36,89,9276.420972537993,2,2,2,Lost
1444,24,72,7993.1885235548025,2,1,1,Lost
1445,2,89,8645.830996847153,5,2,1,Others
1446,51,87,8813.230500221252,1,2,1,Lost
1447,1,87,11822.732984638213,5,2,4,Others
1448,21,85,9684.656535053255,3,1,2,Others
1449,4,108,11644.580469059943,5,5,4,Champions
1450,9,100,12384.628464531897,4,4,5,Champions
1451,0,71,7411.79697574377,5,1,1,Others
1452,31,94,11217.379056644439,2,3,4,At Risk
1453,20,97,11364.809475994112,3,4,4,Loyal
1454,1,79,9097.705433464049,5,1,2,Others
1455,0,98,9000.478963136671,5,4,2,Loyal
1456,96,86,9148.317964053153,1,2,2,Lost
1457,3,104,13058.849012851717,5,5,5,Champions
1458,18,99,10625.434967803954,3,4,3,Loyal
1459,11,98,11469.49648914337,4,4,4,Champions
1460,2,111,9676.043462538719,5,5,2,Loyal
1461,8,116,13052.063524460795,4,5,5,Champions
1462,1,99,14182.912541818618,5,4,5,Champions
1463,42,87,9482.115954613686,1,2,2,Lost
1464,43,78,8502.598037815093,1,1,1,Lost
1465,0,92,12012.793017578122,5,3,5,Others
1466,0,90,9691.917486572265,5,2,2,Others
1467,4,102,9601.157444381712,5,5,2,Loyal
1468,88,95,11123.575500106814,1,3,4,At Risk
1469,43,92,9198.03403275013,1,3,2,Others
1470,1,88,9224.354469251633,5,2,2,Others
1471,0,95,9362.7504884243,5,3,2,Others
1472,52,87,10562.951002907752,1,2,3,Lost
1473,32,96,9736.480479049684,2,4,2,Loyal
1474,5,87,11257.645985078812,4,2,4,Others
1475,20,100,11501.228915858266,3,4,4,Loyal
1476,14,101,9942.713437199589,3,4,3,Loyal
1477,16,107,13222.281419920922,3,5,5,Loyal
1478,4,80,11176.269475889207,5,1,4,Others
1479,41,93,10470.532480430604,1,3,3,Others
1480,9,98,10903.399465107917,4,4,4,Champions
1481,9,119,13242.880019164088,4,5,5,Champions
1482,7,84,7273.042013657093,4,1,1,Others
1483,62,98,8565.413948035239,1,4,1,Loyal
1484,20,74,7007.365013456343,3,1,1,Others
1485,8,100,12604.86244754791,4,4,5,Champions
1486,24,91,10063.875552463533,2,2,3,Lost
1487,0,97,10035.261918139455,5,4,3,Loyal
1488,43,97,9837.940481615065,1,4,3,Loyal
1489,0,107,12116.618894720077,5,5,5,Champions
1490,9,87,11854.890938973429,4,2,5,Others
1491,3,94,9866.49749236107,5,3,3,Others
1492,8,75,9766.707941555977,4,1,2,Others
1493,1,87,12612.447992563248,5,2,5,Others
1494,2,88,11078.252473688124,5,2,4,Others
1495,9,99,10536.488919734957,4,4,3,Loyal
1496,19,90,12404.866394472121,3,2,5,Others
1497,43,106,9871.187503886222,1,5,3,Loyal
1498,20,96,11067.729513382912,3,4,4,Loyal
1499,7,104,9596.369028043748,4,5,2,Loyal
1500,27,104,11643.12205377817,2,5,4,Loyal
1501,45,90,9975.363987588882,1,2,3,Lost
1502,0,82,11889.62093729973,5,1,5,Others
1503,2,100,12453.823043584822,5,4,5,Champions
1504,1,104,10811.214544105529,5,5,4,Champions
1505,0,85,7660.0569530010225,5,1,1,Others
1506,4,101,10146.314492416383,5,4,3,Loyal
1507,19,105,11595.942490768432,3,5,4,Loyal
1508,4,96,13289.85942349434,5,3,5,Others
1509,47,83,9567.458442592622,1,1,2,Lost
1510,22,97,9572.865488195419,3,4,2,Loyal
1511,33,106,10326.718553853034,2,5,3,Loyal
1512,23,98,9066.214968085289,2,4,2,Loyal
1513,2,86,10050.91056497097,5,2,3,Others
1514,24,82,9745.700014138221,2,1,2,Lost
1515,36,91,8227.855446290969,2,2,1,Lost
1516,65,82,10074.5788990736,1,1,3,Lost
1517,29,93,9984.721062088014,2,3,3,Others
1518,1,92,11177.149040341379,5,3,4,Others
1519,9,94,10218.492954516409,4,3,3,Others
1520,54,89,11697.968534064292,1,2,4,At Risk
1521,27,93,9768.661541223526,2,3,2,Others
1522,24,89,11498.97849063873,2,2,4,At Risk
1523,36,85,9020.391436290742,2,1,2,Lost
1524,24,96,10792.922492527963,2,4,4,Loyal
1525,38,96,11916.259986495974,2,4,5,Loyal
1526,8,91,9444.394019877911,4,3,2,Others
1527,17,99,10534.454466819763,3,4,3,Loyal
1528,9,92,8729.097512960434,4,3,1,Others
1529,12,104,10301.814563465117,3,5,3,Loyal
1530,37,90,8243.938508939744,2,2,1,Lost
1531,30,102,11384.662492132189,2,5,4,Loyal
1532,1,91,8666.821033930779,5,3,1,Others
1533,4,93,10515.226929163935,5,3,3,Others
1534,4,86,11290.850993180271,4,2,4,Others
1535,0,120,13918.851422977448,5,5,5,Champions
1536,18,85,11407.063406419755,3,1,4,Others
1537,13,89,13181.43947212696,3,2,5,Others
1538,26,106,13686.998503112793,2,5,5,Loyal
1539,4,92,10975.975971651076,5,3,4,Others
1540,12,100,11637.902939629552,3,4,4,Loyal
1541,8,80,9050.521519565584,4,1,2,Others
1542,1,96,11165.601947808267,5,3,4,Others
1543,27,94,7919.659519529339,2,3,1,Others
1544,49,103,8907.95400891304,1,5,2,Loyal
1545,5,108,13556.642499518397,4,5,5,Champions
1546,3,85,10050.900541257859,5,1,3,Others
1547,8,84,8574.832487201693,4,1,1,Others
1548,26,97,12577.103030753135,2,4,5,Loyal
1549,62,76,7678.999031805991,1,1,1,Lost
1550,0,106,12406.06240463853,5,5,5,Champions
1551,49,93,11048.741071748733,1,3,4,At Risk
1552,8,76,8937.572945547103,4,1,2,Others
1553,51,88,11267.27041845322,1,2,4,At Risk
1554,18,90,9998.255438566208,3,2,3,Others
1555,4,88,7383.45750479698,5,2,1,Others
1556,6,96,9500.375929617881,4,4,2,Loyal
1557,35,88,9563.528922510146,2,2,2,Lost
1558,14,93,10829.780545914173,3,3,4,Others
1559,36,91,8408.555482947824,2,2,1,Lost
1560,8,99,11237.653051507476,4,4,4,Champions
1561,23,78,6394.704507040977,2,1,1,Lost
1562,1,100,10424.04194588661,5,4,3,Loyal
1563,17,84,8783.42998290062,3,1,1,Others
1564,20,79,12466.4569177866,3,1,5,Others
1565,2,87,10392.528975379468,5,2,3,Others
1566,54,102,10663.855521011354,1,5,3,Loyal
1567,9,102,8953.139518022537,4,5,2,Loyal
1568,6,83,9839.722991943358,4,1,3,Others
1569,61,105,11753.54843184948,1,5,4,Loyal
1570,36,88,10847.549492788316,2,2,4,At Risk
1571,4,96,9985.977923202514,5,3,3,Others
1572,17,98,11981.292463493346,3,4,5,Loyal
1573,6,110,12069.662932538988,4,5,5,Champions
1574,20,93,10822.051500749589,3,3,4,Others
1575,33,108,13890.510059404372,2,5,5,Loyal
1576,7,107,12063.520441555978,4,5,5,Champions
1577,52,92,9605.726957559587,1,3,2,Others
1578,90,96,11929.894081783295,1,4,5,Loyal
1579,6,78,9735.448485827445,4,1,2,Others
1580,2,87,9557.722547149659,5,2,2,Others
1581,3,93,11573.829972743988,5,3,4,Others
1582,34,81,9234.112487268447,2,1,2,Lost
1583,8,92,13270.349979424478,4,3,5,Others
1584,40,91,9427.720968174937,1,2,2,Lost
1585,18,121,13939.157469034195,3,5,5,Loyal
1586,29,107,12231.803492975236,2,5,5,Loyal
1587,9,88,10221.545511054992,4,2,3,Others
1588,76,92,9116.984009528158,1,3,2,Others
1589,5,110,12400.605451989171,4,5,5,Champions
1590,12,83,9934.252945756913,3,1,3,Others
1591,3,101,13330.960932421685,5,4,5,Champions
1592,23,104,7290.273457562924,2,5,1,Loyal
1593,9,95,10809.569021391872,4,3,4,Others
1594,0,84,11469.991575694083,5,1,4,Others
1595,2,105,11722.083532238008,5,5,4,Champions
1596,7,80,8199.733032011984,4,1,1,Others
1597,20,93,8363.843979287149,3,3,1,Others
1598,15,75,7754.757439041137,3,1,1,Others
1599,33,103,11152.960495686531,2,5,4,Loyal
1600,5,88,8518.64205713272,4,2,1,Others
1601,2,89,9762.415994739531,5,2,2,Others
1602,13,91,11307.188472771642,3,3,4,Others
1603,14,90,7942.699475240706,3,2,1,Others
1604,9,106,13332.466988706588,4,5,5,Champions
1605,6,86,9132.040999579429,4,2,2,Others
1606,1,99,9932.189450550079,5,4,3,Loyal
1607,30,82,8241.697978353499,2,1,1,Lost
1608,33,89,9295.592994117736,2,2,2,Lost
1609,40,88,10823.208482503891,1,2,4,At Risk
1610,29,86,7922.004495787621,2,2,1,Lost
1611,48,92,12375.401039791106,1,3,5,At Risk
1612,72,100,10793.393461561203,1,4,4,Loyal
1613,4,97,9439.920948123932,5,4,2,Loyal
1614,9,86,8539.260527157783,4,2,1,Others
1615,93,77,10056.95146203041,1,1,3,Lost
1616,7,109,12962.722532892227,4,5,5,Champions
1617,16,90,9068.985477256774,3,2,2,Others
1618,82,75,8228.93296084404,1,1,1,Lost
1619,33,96,13586.342476844788,2,4,5,Loyal
1620,8,100,8988.870528721809,4,4,2,Loyal
1621,26,101,10878.286407947538,2,4,4,Loyal
1622,54,74,8165.121551656722,1,1,1,Lost
1623,50,105,8945.108512246607,1,5,2,Loyal
1624,46,97,10080.535929155349,1,4,3,Loyal
1625,2,104,10221.227499341965,5,5,3,Loyal
1626,2,108,12684.950414013863,5,5,5,Champions
1627,0,83,10544.1964117527,5,1,3,Others
1628,0,90,11278.040495848656,5,2,4,Others
1629,5,72,7716.433452200889,4,1,1,Others
1630,16,77,8870.526504421234,3,1,2,Others
1631,32,107,12366.24996050596,2,5,5,Loyal
1632,0,75,8648.17044571638,5,1,1,Others
1633,25,101,12627.007042098045,2,4,5,Loyal
1634,4,95,9504.601951360703,4,3,2,Others
1635,51,98,12080.696045303344,1,4,5,Loyal
1636,33,88,8661.461452245712,2,2,1,Lost
1637,19,94,10363.757547473908,3,3,3,Others
1638,30,109,14085.83412579298,2,5,5,Loyal
1639,3,94,11471.93653731346,5,3,4,Others
1640,1,89,8576.6530500412,5,2,1,Others
1641,12,91,12170.252879381178,3,3,5,Others
1642,0,97,14085.580024099352,5,4,5,Champions
1643,13,102,11959.283527970312,3,5,5,Loyal
1644,6,90,10744.80451669693,4,2,3,Others
1645,0,81,10035.107023382188,5,1,3,Others
1646,5,97,10090.346980428694,4,4,3,Loyal
1647,14,77,10013.63002295494,3,1,3,Others
1648,6,103,14007.970444107053,4,5,5,Champions
1649,20,84,9073.306424832343,3,1,2,Others
1650,17,98,9531.964474749568,3,4,2,Loyal
1651,8,80,7502.540037894249,4,1,1,Others
1652,25,85,11638.829057431218,2,1,4,At Risk
1653,119,86,10090.247508001328,1,2,3,Lost
1654,44,97,11861.6339802742,1,4,5,Loyal
1655,2,98,12478.309515547751,5,4,5,Champions
1656,13,97,9810.412476825713,3,4,2,Loyal
1657,8,107,10351.467997765541,4,5,3,Loyal
1658,118,82,8061.344453048707,1,1,1,Lost
1659,21,99,8260.7359395504,3,4,1,Loyal
1660,34,88,11210.771468281744,2,2,4,At Risk
1661,60,91,10621.924526143073,1,2,3,Lost
1662,32,71,8803.435072946548,2,1,1,Lost
1663,18,82,8313.643984055518,3,1,1,Others
1664,2,97,11489.29052045345,5,4,4,Champions
1665,8,81,8488.914011812209,4,1,1,Others
1666,1,93,10599.087516999247,5,3,3,Others
1667,7,89,7669.639515495301,4,2,1,Others
1668,1,89,9455.858929061887,5,2,2,Others
1669,0,88,9515.116554045677,5,2,2,Others
1670,15,95,8577.569029283524,3,3,1,Others
1671,43,91,9904.090518641473,1,2,3,Lost
1672,45,89,8502.297997713089,1,2,1,Lost
1673,22,88,9712.277494025231,3,2,2,Others
1674,0,98,9904.116448998451,5,4,3,Loyal
1675,10,97,12013.554534864426,4,4,5,Champions
1676,64,85,9226.75302915573,1,1,2,Lost
1677,5,97,11094.95097897053,4,4,4,Champions
1678,11,75,8176.735488843917,4,1,1,Others
1679,11,102,13172.002991116047,4,5,5,Champions
1680,3,98,9256.552042746544,5,4,2,Loyal
1681,21,80,7597.093048977852,3,1,1,Others
1682,8,116,12858.459477972983,4,5,5,Champions
1683,6,105,11723.30101290941,4,5,4,Champions
1684,4,94,9081.615423226356,5,3,2,Others
1685,18,98,10289.519516444205,3,4,3,Loyal
1686,25,88,10559.53002846241,2,2,3,Lost
1687,5,106,11512.07644933462,4,5,4,Champions
1688,9,104,13738.582468557359,4,5,5,Champions
1689,2,99,10108.912478923798,5,4,3,Loyal
1690,6,90,11488.910998249054,4,2,4,Others
1691,137,102,10661.152509856225,1,5,3,Loyal
1692,2,80,13468.0674226284,5,1,5,Others
1693,5,100,8601.967999505996,4,4,1,Loyal
1694,33,86,11432.315507435798,2,2,4,At Risk
1695,3,94,11543.623488354682,5,3,4,Others
1696,4,92,11869.012473773957,5,3,5,Others
1697,0,85,10693.099972081185,5,1,3,Others
1698,2,97,9828.556521081926,5,4,2,Loyal
1699,32,114,12099.665507674217,2,5,5,Loyal
1700,33,104,12859.47292933464,2,5,5,Loyal
1701,20,93,13136.444032478334,3,3,5,Others
1702,8,104,10800.329044651988,4,5,4,Champions
1703,2,89,11202.59909515381,5,2,4,Others
1704,18,85,8450.206018161774,3,1,1,Others
1705,43,81,10102.577537298203,1,1,3,Lost
1706,34,86,13135.053492212295,2,2,5,At Risk
1707,4,93,7435.925457739829,5,3,1,Others
1708,22,87,10360.321489906311,3,2,3,Others
1709,7,84,8713.67596437931,4,1,1,Others
1710,56,81,10288.988002967835,1,1,3,Lost
1711,0,107,11199.327419710158,5,5,4,Champions
1712,7,99,11770.267421865465,4,4,4,Champions
1713,60,91,9901.986951303481,1,2,3,Lost
1714,22,98,12745.581960344316,2,4,5,Loyal
1715,10,93,11833.406033444406,4,3,5,Others
1716,18,98,11289.05699760914,3,4,4,Loyal
1717,1,97,8965.170469784734,5,4,2,Loyal
1718,2,103,11152.438522577286,5,5,4,Champions
1719,104,93,8706.801510858537,1,3,1,Others
1720,69,107,10571.404965782167,1,5,3,Loyal
1721,5,96,11811.786516523363,4,4,4,Champions
1722,18,81,8771.056446075441,3,1,1,Others
