cust_id,city,total_spend,avg_customer_spend
410,Abu Dhabi,12549.213580608368,10358.992556933496
4335,Dubai,12548.744972133636,10358.992556933496
1411,Dubai,12545.36196846962,10358.992556933496
4922,Abu Dhabi,12541.595028448104,10358.992556933496
4530,Dubai,12541.356961345678,10358.992556933496
3446,Dubai,12540.480994057654,10358.992556933496
2272,Abu Dhabi,12531.55538496971,10358.992556933496
3364,Sharjah,12529.73754093647,10358.992556933496
3817,Abu Dhabi,12529.605446267127,10358.992556933496
4506,Abu Dhabi,12529.513052010534,10358.992556933496
3051,Dubai,12527.04598271847,10358.992556933496
2059,Dubai,12525.859481430054,10358.992556933496
2934,Abu Dhabi,12523.866967773436,10358.992556933496
2965,Dubai,12521.5924384594,10358.992556933496
315,Dubai,12520.638034296035,10358.992556933496
1314,Abu Dhabi,12517.121521568299,10358.992556933496
1248,Sharjah,12512.429897761345,10358.992556933496
1007,Dubai,12509.241473150254,10358.992556933496
3007,Abu Dhabi,12508.3729701519,10358.992556933496
672,Sharjah,12505.49999756813,10358.992556933496
4433,Sharjah,12498.745068502425,10358.992556933496
2199,Abu Dhabi,12497.924972248078,10358.992556933496
1049,Abu Dhabi,12497.44442474842,10358.992556933496
475,Dubai,12491.126974272729,10358.992556933496
2518,Abu Dhabi,12491.04094312191,10358.992556933496
2982,Dubai,12489.815428566932,10358.992556933496
2037,Dubai,12489.640526390076,10358.992556933496
899,Dubai,12486.842028188705,10358.992556933496
764,Abu Dhabi,12479.914432668684,10358.992556933496
1655,Dubai,12478.309515547751,10358.992556933496
682,Abu Dhabi,12475.391006326676,10358.992556933496
3585,Dubai,12473.852549850935,10358.992556933496
4624,Dubai,12471.910571336752,10358.992556933496
67,Sharjah,12471.519537496566,10358.992556933496
4175,Dubai,12471.043956708905,10358.992556933496
1317,Dubai,12467.212497544288,10358.992556933496
1564,Abu Dhabi,12466.456917786598,10358.992556933496
240,Abu Dhabi,12464.23844075203,10358.992556933496
545,Sharjah,12460.109471940994,10358.992556933496
922,Sharjah,12458.768495821952,10358.992556933496
1305,Sharjah,12456.069451665879,10358.992556933496
3412,Abu Dhabi,12455.888475561142,10358.992556933496
3485,Dubai,12455.72410480976,10358.992556933496
3306,Abu Dhabi,12454.335968923568,10358.992556933496
1503,Abu Dhabi,12453.823043584824,10358.992556933496
444,Abu Dhabi,12453.817431521418,10358.992556933496
660,Abu Dhabi,12453.745018005367,10358.992556933496
550,Dubai,12449.762049293518,10358.992556933496
3733,Sharjah,12448.431973445415,10358.992556933496
58,Sharjah,12447.954988527297,10358.992556933496
1291,Abu Dhabi,12441.571947264672,10358.992556933496
932,Dubai,12439.711560654641,10358.992556933496
3071,Sharjah,12435.649489641188,10358.992556933496
1845,Sharjah,12433.173464846612,10358.992556933496
2056,Dubai,12431.113486230375,10358.992556933496
1941,Abu Dhabi,12427.01705365181,10358.992556933496
2385,Dubai,12426.70156235695,10358.992556933496
3602,Sharjah,12424.920079278945,10358.992556933496
3978,Dubai,12423.240446519852,10358.992556933496
260,Sharjah,12423.015549373627,10358.992556933496
1815,Dubai,12421.890989017485,10358.992556933496
4826,Sharjah,12421.759932422636,10358.992556933496
2244,Sharjah,12420.703050565717,10358.992556933496
970,Dubai,12420.326392173767,10358.992556933496
3780,Abu Dhabi,12420.100014567373,10358.992556933496
3979,Dubai,12419.742975091935,10358.992556933496
733,Dubai,12417.926639676094,10358.992556933496
4036,Sharjah,12410.858393907547,10358.992556933496
3784,Sharjah,12407.102471995351,10358.992556933496
3263,Dubai,12406.18904604912,10358.992556933496
1550,Dubai,12406.062404638522,10358.992556933496
1496,Dubai,12404.866394472123,10358.992556933496
1589,Dubai,12400.605451989173,10358.992556933496
3413,Sharjah,12398.999449872972,10358.992556933496
2279,Abu Dhabi,12396.023559713363,10358.992556933496
568,Dubai,12393.994441890716,10358.992556933496
4488,Abu Dhabi,12393.887066030506,10358.992556933496
1964,Sharjah,12389.329496359827,10358.992556933496
502,Dubai,12389.128997373582,10358.992556933496
3744,Dubai,12388.559101891517,10358.992556933496
2659,Abu Dhabi,12385.963009679317,10358.992556933496
1450,Dubai,12384.628464531897,10358.992556933496
1822,Sharjah,12383.601594114301,10358.992556933496
2534,Dubai,12382.32054579258,10358.992556933496
4860,Dubai,12381.838952732081,10358.992556933496
86,Dubai,12376.511004424096,10358.992556933496
1611,Abu Dhabi,12375.401039791108,10358.992556933496
2521,Dubai,12372.644997167588,10358.992556933496
3211,Dubai,12372.228963947295,10358.992556933496
2164,Dubai,12369.022040128708,10358.992556933496
1631,Dubai,12366.249960505962,10358.992556933496
2052,Abu Dhabi,12364.069492340086,10358.992556933496
3073,Abu Dhabi,12363.970615434648,10358.992556933496
2730,Sharjah,12363.076520228386,10358.992556933496
2226,Sharjah,12362.547973835472,10358.992556933496
2088,Abu Dhabi,12360.997981357577,10358.992556933496
3467,Dubai,12357.026026344298,10358.992556933496
667,Abu Dhabi,12355.646511244775,10358.992556933496
3165,Dubai,12353.698970937732,10358.992556933496
1172,Abu Dhabi,12352.688474225997,10358.992556933496
1840,Abu Dhabi,12352.182477521896,10358.992556933496
157,Dubai,12347.989007759095,10358.992556933496
4950,Abu Dhabi,12347.602493190769,10358.992556933496
4871,Abu Dhabi,12346.877495718003,10358.992556933496
952,Dubai,12344.857507574556,10358.992556933496
3464,Abu Dhabi,12344.848009777068,10358.992556933496
4704,Dubai,12344.73649790287,10358.992556933496
2300,Dubai,12342.400975227356,10358.992556933496
604,Abu Dhabi,12342.330947422983,10358.992556933496
4819,Dubai,12334.392051124572,10358.992556933496
2222,Abu Dhabi,12334.040442848205,10358.992556933496
782,Abu Dhabi,12333.512894868853,10358.992556933496
647,Dubai,12332.378967380519,10358.992556933496
3520,Dubai,12331.305992627143,10358.992556933496
2123,Sharjah,12329.972895407673,10358.992556933496
1315,Abu Dhabi,12329.314504671098,10358.992556933496
915,Sharjah,12327.179964256286,10358.992556933496
4910,Dubai,12325.838009476664,10358.992556933496
3144,Abu Dhabi,12319.51399178505,10358.992556933496
308,Dubai,12317.684903192518,10358.992556933496
4762,Dubai,12315.680978155135,10358.992556933496
1786,Sharjah,12312.908044767379,10358.992556933496
3416,Abu Dhabi,12312.373466944697,10358.992556933496
4487,Abu Dhabi,12311.599502921104,10358.992556933496
2303,Dubai,12310.55600616932,10358.992556933496
3656,Abu Dhabi,12308.384974217417,10358.992556933496
1991,Sharjah,12307.897920036316,10358.992556933496
2843,Dubai,12307.082467293742,10358.992556933496
822,Dubai,12305.751052474974,10358.992556933496
2813,Dubai,12302.575445580484,10358.992556933496
3706,Dubai,12299.471941232683,10358.992556933496
805,Dubai,12297.834008836746,10358.992556933496
3563,Abu Dhabi,12294.418056440354,10358.992556933496
38,Abu Dhabi,12290.424487590788,10358.992556933496
3809,Dubai,12289.536959981917,10358.992556933496
1389,Dubai,12289.419984102253,10358.992556933496
4252,Dubai,12287.406935977935,10358.992556933496
2983,Dubai,12284.472502422333,10358.992556933496
1156,Dubai,12282.009491157529,10358.992556933496
4112,Dubai,12278.42239906788,10358.992556933496
1432,Abu Dhabi,12278.119061851501,10358.992556933496
1297,Sharjah,12274.777005887034,10358.992556933496
2346,Dubai,12274.766984844211,10358.992556933496
2842,Sharjah,12274.538455486298,10358.992556933496
4877,Abu Dhabi,12274.359074354174,10358.992556933496
1218,Sharjah,12270.308987593651,10358.992556933496
4280,Dubai,12270.230523967744,10358.992556933496
3555,Dubai,12260.102934837343,10358.992556933496
1784,Dubai,12259.053059995174,10358.992556933496
4440,Dubai,12259.003979396823,10358.992556933496
798,Dubai,12258.735998010634,10358.992556933496
1099,Abu Dhabi,12255.808473730089,10358.992556933496
2160,Dubai,12255.06796543598,10358.992556933496
84,Sharjah,12254.283024907114,10358.992556933496
1130,Sharjah,12252.40491309166,10358.992556933496
4986,Sharjah,12251.856480133532,10358.992556933496
2393,Abu Dhabi,12250.23198707104,10358.992556933496
14,Dubai,12247.775437974931,10358.992556933496
472,Abu Dhabi,12246.22647702694,10358.992556933496
971,Sharjah,12238.74952403307,10358.992556933496
3786,Sharjah,12237.201447212698,10358.992556933496
242,Sharjah,12232.041443705555,10358.992556933496
1586,Sharjah,12231.803492975241,10358.992556933496
3228,Abu Dhabi,12229.457922172547,10358.992556933496
3015,Sharjah,12228.435991930963,10358.992556933496
3791,Abu Dhabi,12228.122918224337,10358.992556933496
2860,Sharjah,12227.141511821746,10358.992556933496
1940,Abu Dhabi,12224.516538262367,10358.992556933496
4758,Dubai,12223.990079164505,10358.992556933496
2113,Sharjah,12223.158589625358,10358.992556933496
2584,Abu Dhabi,12222.668906140329,10358.992556933496
4114,Dubai,12222.6440251112,10358.992556933496
2714,Abu Dhabi,12220.420939874652,10358.992556933496
1375,Dubai,12218.185995924474,10358.992556933496
4382,Abu Dhabi,12216.800014376639,10358.992556933496
2340,Abu Dhabi,12215.998993206022,10358.992556933496
2638,Abu Dhabi,12214.044528484346,10358.992556933496
4584,Abu Dhabi,12212.81845293045,10358.992556933496
4350,Sharjah,12209.813413226604,10358.992556933496
2390,Dubai,12205.15500369072,10358.992556933496
2953,Abu Dhabi,12204.34054903984,10358.992556933496
1250,Dubai,12197.986944985389,10358.992556933496
2987,Dubai,12193.830953598022,10358.992556933496
1951,Abu Dhabi,12192.142420577999,10358.992556933496
3870,Dubai,12191.725976705548,10358.992556933496
4496,Dubai,12190.658517217636,10358.992556933496
3473,Abu Dhabi,12188.717466616632,10358.992556933496
4803,Dubai,12188.078922843932,10358.992556933496
2759,Dubai,12187.90594627857,10358.992556933496
2152,Abu Dhabi,12186.785965847967,10358.992556933496
3225,Abu Dhabi,12186.282998466488,10358.992556933496
4287,Sharjah,12186.056459951402,10358.992556933496
2248,Abu Dhabi,12184.605493164061,10358.992556933496
1890,Dubai,12184.369523191452,10358.992556933496
974,Abu Dhabi,12182.567443788053,10358.992556933496
2225,Dubai,12182.193477416038,10358.992556933496
247,Dubai,12180.610462069513,10358.992556933496
779,Sharjah,12177.970017790793,10358.992556933496
1893,Sharjah,12177.567044138912,10358.992556933496
3042,Dubai,12176.696027708052,10358.992556933496
2992,Dubai,12174.109888172148,10358.992556933496
4504,Sharjah,12173.818045318127,10358.992556933496
4649,Dubai,12171.269041895865,10358.992556933496
1641,Abu Dhabi,12170.252879381178,10358.992556933496
1817,Dubai,12169.707939863205,10358.992556933496
445,Dubai,12167.126386928558,10358.992556933496
606,Sharjah,12166.933902549743,10358.992556933496
4991,Sharjah,12166.708499288558,10358.992556933496
4774,Dubai,12166.68740415573,10358.992556933496
706,Dubai,12160.05096974373,10358.992556933496
3650,Dubai,12159.005411434176,10358.992556933496
2011,Sharjah,12158.570977306366,10358.992556933496
2156,Dubai,12158.28596327305,10358.992556933496
1226,Dubai,12156.354120874405,10358.992556933496
2134,Dubai,12154.799535894395,10358.992556933496
487,Abu Dhabi,12153.571938991548,10358.992556933496
466,Dubai,12148.242484188084,10358.992556933496
4694,Sharjah,12143.65449206829,10358.992556933496
2235,Dubai,12139.659970426563,10358.992556933496
206,Dubai,12136.169939708712,10358.992556933496
675,Dubai,12135.43946900368,10358.992556933496
2315,Dubai,12134.494462668894,10358.992556933496
3145,Dubai,12133.717525482178,10358.992556933496
1311,Abu Dhabi,12132.239516592024,10358.992556933496
4444,Dubai,12129.811984479427,10358.992556933496
2967,Sharjah,12129.662999486922,10358.992556933496
3587,Dubai,12129.612890243525,10358.992556933496
1408,Dubai,12127.940069627763,10358.992556933496
921,Sharjah,12125.000957751274,10358.992556933496
2911,Sharjah,12123.794000935553,10358.992556933496
2341,Sharjah,12123.319925141335,10358.992556933496
965,Sharjah,12122.236040651802,10358.992556933496
727,Dubai,12120.721499419215,10358.992556933496
425,Abu Dhabi,12118.37043862343,10358.992556933496
2938,Sharjah,12116.73848042488,10358.992556933496
1489,Abu Dhabi,12116.618894720075,10358.992556933496
442,Sharjah,12114.554013526442,10358.992556933496
4288,Dubai,12114.04592087269,10358.992556933496
2887,Abu Dhabi,12113.235541152955,10358.992556933496
3265,Dubai,12108.295070123673,10358.992556933496
262,Dubai,12104.700450038912,10358.992556933496
3603,Dubai,12101.230022478103,10358.992556933496
2099,Sharjah,12101.11059203148,10358.992556933496
2652,Abu Dhabi,12100.211940312385,10358.992556933496
1699,Abu Dhabi,12099.665507674217,10358.992556933496
1134,Dubai,12098.902968883513,10358.992556933496
2027,Sharjah,12097.91002641916,10358.992556933496
735,Abu Dhabi,12095.652459955216,10358.992556933496
4293,Abu Dhabi,12094.553955698015,10358.992556933496
3844,Dubai,12094.425970411303,10358.992556933496
2800,Sharjah,12094.418499970436,10358.992556933496
2292,Dubai,12093.897414731979,10358.992556933496
1832,Dubai,12092.204957866665,10358.992556933496
3234,Dubai,12092.124996352197,10358.992556933496
1425,Sharjah,12091.355025887487,10358.992556933496
4021,Abu Dhabi,12089.335112667084,10358.992556933496
1201,Sharjah,12089.015975713733,10358.992556933496
633,Dubai,12088.225497293466,10358.992556933496
1261,Dubai,12085.98152396679,10358.992556933496
4376,Abu Dhabi,12081.614989423753,10358.992556933496
1635,Dubai,12080.696045303343,10358.992556933496
2650,Abu Dhabi,12079.159997272493,10358.992556933496
1933,Abu Dhabi,12077.69506919384,10358.992556933496
3752,Abu Dhabi,12077.680046689507,10358.992556933496
2473,Dubai,12077.088443946841,10358.992556933496
1183,Dubai,12076.96699523926,10358.992556933496
3363,Sharjah,12075.590940213204,10358.992556933496
2269,Abu Dhabi,12075.575491738322,10358.992556933496
1275,Sharjah,12075.47988703251,10358.992556933496
3235,Dubai,12073.449527215957,10358.992556933496
3483,Dubai,12072.667917108536,10358.992556933496
3206,Sharjah,12071.260093927383,10358.992556933496
1573,Abu Dhabi,12069.662932538984,10358.992556933496
3715,Dubai,12069.653486299516,10358.992556933496
1955,Dubai,12068.957994747163,10358.992556933496
4265,Abu Dhabi,12068.942961764335,10358.992556933496
3701,Dubai,12068.853430175785,10358.992556933496
4667,Dubai,12068.66590900421,10358.992556933496
2844,Abu Dhabi,12068.424468827247,10358.992556933496
4626,Sharjah,12065.239993333817,10358.992556933496
2246,Dubai,12064.820980632305,10358.992556933496
1576,Sharjah,12063.520441555977,10358.992556933496
4057,Dubai,12061.104947185517,10358.992556933496
2374,Dubai,12058.59495747089,10358.992556933496
3019,Dubai,12056.419514751435,10358.992556933496
2275,Dubai,12054.990908718106,10358.992556933496
4639,Dubai,12054.047023749354,10358.992556933496
876,Dubai,12050.192553710942,10358.992556933496
4956,Dubai,12048.55104176998,10358.992556933496
4536,Abu Dhabi,12048.27697277069,10358.992556933496
3836,Abu Dhabi,12046.358540463445,10358.992556933496
4367,Dubai,12046.30706586838,10358.992556933496
2434,Dubai,12046.2973143816,10358.992556933496
2408,Dubai,12045.364542007444,10358.992556933496
4421,Dubai,12042.608492541314,10358.992556933496
1293,Dubai,12042.509940218924,10358.992556933496
2734,Dubai,12038.9794626236,10358.992556933496
458,Dubai,12038.05006313324,10358.992556933496
2806,Dubai,12036.20341925621,10358.992556933496
2594,Dubai,12031.957518172265,10358.992556933496
2251,Dubai,12029.622495460508,10358.992556933496
4897,Sharjah,12025.314011979104,10358.992556933496
4270,Dubai,12024.845096468927,10358.992556933496
4589,Dubai,12024.808533608915,10358.992556933496
1791,Dubai,12023.299500083926,10358.992556933496
4929,Dubai,12022.885065686703,10358.992556933496
1961,Sharjah,12020.518449068066,10358.992556933496
324,Sharjah,12019.657570457459,10358.992556933496
850,Dubai,12019.228422236443,10358.992556933496
3053,Sharjah,12018.674985671047,10358.992556933496
1300,Sharjah,12014.622500038146,10358.992556933496
3980,Abu Dhabi,12014.036964416502,10358.992556933496
2014,Dubai,12013.942988204955,10358.992556933496
1675,Dubai,12013.554534864426,10358.992556933496
1465,Dubai,12012.793017578124,10358.992556933496
515,Dubai,12011.001995658875,10358.992556933496
2444,Dubai,12010.975523877145,10358.992556933496
1266,Dubai,12008.079510211945,10358.992556933496
1184,Dubai,12007.800396537783,10358.992556933496
1210,Dubai,12007.678932070734,10358.992556933496
389,Dubai,12005.885547757145,10358.992556933496
2781,Dubai,12005.030981373786,10358.992556933496
1334,Dubai,12001.825990438461,10358.992556933496
4224,Dubai,11999.764073562626,10358.992556933496
831,Dubai,11999.758050036431,10358.992556933496
4130,Dubai,11999.152487754822,10358.992556933496
1257,Abu Dhabi,11998.303969073293,10358.992556933496
1763,Dubai,11997.49996936321,10358.992556933496
3275,Abu Dhabi,11997.32301497459,10358.992556933496
1958,Dubai,11995.327411222459,10358.992556933496
4525,Dubai,11994.096024751665,10358.992556933496
2065,Abu Dhabi,11993.632573080065,10358.992556933496
1246,Dubai,11993.342022895813,10358.992556933496
4760,Sharjah,11991.737947034837,10358.992556933496
1295,Dubai,11991.313093566896,10358.992556933496
137,Dubai,11988.903561878204,10358.992556933496
4745,Dubai,11987.091986560823,10358.992556933496
2072,Abu Dhabi,11984.28341369629,10358.992556933496
1076,Dubai,11984.07642426491,10358.992556933496
3682,Abu Dhabi,11982.814073705673,10358.992556933496
4511,Abu Dhabi,11981.319434762,10358.992556933496
1572,Dubai,11981.292463493346,10358.992556933496
1233,Abu Dhabi,11974.280401337148,10358.992556933496
68,Sharjah,11968.458057785036,10358.992556933496
1906,Dubai,11966.053512978553,10358.992556933496
4917,Abu Dhabi,11965.8159273386,10358.992556933496
3793,Dubai,11963.83952894211,10358.992556933496
4521,Dubai,11962.275001239774,10358.992556933496
4047,Dubai,11961.727490592002,10358.992556933496
486,Dubai,11961.260455226897,10358.992556933496
3863,Abu Dhabi,11960.926088118555,10358.992556933496
1643,Dubai,11959.283527970312,10358.992556933496
2628,Abu Dhabi,11957.385965692996,10358.992556933496
2711,Abu Dhabi,11956.425014734272,10358.992556933496
4529,Abu Dhabi,11955.203970861436,10358.992556933496
711,Sharjah,11953.72595267296,10358.992556933496
4055,Sharjah,11952.657506012918,10358.992556933496
129,Dubai,11952.493514585496,10358.992556933496
903,Abu Dhabi,11951.227069187162,10358.992556933496
2667,Abu Dhabi,11949.407401275634,10358.992556933496
4954,Abu Dhabi,11948.8175129652,10358.992556933496
4593,Dubai,11943.145037984845,10358.992556933496
4599,Dubai,11938.538929414748,10358.992556933496
3013,Abu Dhabi,11935.60405704975,10358.992556933496
4013,Abu Dhabi,11933.34055956602,10358.992556933496
2028,Abu Dhabi,11933.112456536292,10358.992556933496
1578,Dubai,11929.894081783297,10358.992556933496
3493,Dubai,11929.727474761008,10358.992556933496
4891,Abu Dhabi,11929.321993255611,10358.992556933496
888,Dubai,11927.546057605741,10358.992556933496
2016,Abu Dhabi,11927.246511840818,10358.992556933496
2820,Dubai,11923.761556315421,10358.992556933496
1882,Abu Dhabi,11922.996972846986,10358.992556933496
4098,Dubai,11919.220536184308,10358.992556933496
772,Dubai,11918.6569185257,10358.992556933496
786,Abu Dhabi,11916.831984055043,10358.992556933496
1525,Dubai,11916.259986495974,10358.992556933496
3216,Sharjah,11914.703974342345,10358.992556933496
2949,Dubai,11913.512032520772,10358.992556933496
4537,Sharjah,11913.166038680076,10358.992556933496
2127,Dubai,11910.256078338623,10358.992556933496
4041,Dubai,11909.905502128599,10358.992556933496
3127,Abu Dhabi,11909.654006552695,10358.992556933496
4713,Abu Dhabi,11906.379542398452,10358.992556933496
1765,Dubai,11905.729456424711,10358.992556933496
4629,Dubai,11905.065044355393,10358.992556933496
3995,Sharjah,11904.433043479921,10358.992556933496
310,Dubai,11903.558468329908,10358.992556933496
4437,Abu Dhabi,11897.655943894386,10358.992556933496
4538,Dubai,11897.155050206184,10358.992556933496
426,Dubai,11892.39151272774,10358.992556933496
1440,Sharjah,11891.77747139931,10358.992556933496
1502,Abu Dhabi,11889.62093729973,10358.992556933496
2682,Sharjah,11888.980992841722,10358.992556933496
3017,Dubai,11886.001959109306,10358.992556933496
2157,Dubai,11885.780466091634,10358.992556933496
4640,Dubai,11885.748034429553,10358.992556933496
4904,Dubai,11884.804433870317,10358.992556933496
1225,Dubai,11883.60144994259,10358.992556933496
4836,Dubai,11881.683972334862,10358.992556933496
3086,Sharjah,11881.549379301068,10358.992556933496
495,Sharjah,11878.001454138757,10358.992556933496
962,Sharjah,11876.623953270915,10358.992556933496
897,Dubai,11875.969424057006,10358.992556933496
4176,Dubai,11875.601962447166,10358.992556933496
926,Dubai,11874.403971171378,10358.992556933496
4081,Dubai,11873.051517772674,10358.992556933496
2228,Sharjah,11869.78102698326,10358.992556933496
4201,Sharjah,11869.326961493492,10358.992556933496
1696,Abu Dhabi,11869.012473773957,10358.992556933496
3942,Sharjah,11868.021985077856,10358.992556933496
3341,Abu Dhabi,11865.034026217463,10358.992556933496
3655,Dubai,11865.006983041763,10358.992556933496
474,Sharjah,11864.785536861418,10358.992556933496
1654,Sharjah,11861.633980274197,10358.992556933496
4995,Abu Dhabi,11857.699913072585,10358.992556933496
3221,Dubai,11855.954975748064,10358.992556933496
296,Dubai,11855.276957535745,10358.992556933496
1773,Dubai,11855.18100452423,10358.992556933496
1490,Dubai,11854.890938973425,10358.992556933496
2892,Dubai,11851.918491029737,10358.992556933496
4231,Dubai,11850.434538698197,10358.992556933496
2446,Abu Dhabi,11844.54652612209,10358.992556933496
3673,Abu Dhabi,11843.183603358266,10358.992556933496
233,Dubai,11841.518549680712,10358.992556933496
894,Dubai,11839.956891059877,10358.992556933496
2642,Dubai,11839.628466510774,10358.992556933496
677,Dubai,11837.64701180458,10358.992556933496
4979,Abu Dhabi,11836.472886657713,10358.992556933496
3057,Abu Dhabi,11835.692499923705,10358.992556933496
1715,Dubai,11833.40603344441,10358.992556933496
2508,Dubai,11833.05399374962,10358.992556933496
2096,Dubai,11832.092930722236,10358.992556933496
2262,Dubai,11831.972040462493,10358.992556933496
419,Dubai,11831.683491182332,10358.992556933496
574,Abu Dhabi,11830.879047441482,10358.992556933496
302,Dubai,11827.466497015954,10358.992556933496
2737,Sharjah,11827.40099749565,10358.992556933496
3905,Dubai,11826.628973054883,10358.992556933496
4179,Sharjah,11826.491980648041,10358.992556933496
4801,Dubai,11825.312070035936,10358.992556933496
1780,Dubai,11825.01899728775,10358.992556933496
2057,Sharjah,11824.91703836918,10358.992556933496
2962,Dubai,11824.798573803904,10358.992556933496
143,Abu Dhabi,11823.945998072622,10358.992556933496
3546,Abu Dhabi,11822.949129199982,10358.992556933496
1447,Sharjah,11822.732984638213,10358.992556933496
3764,Dubai,11822.541006565094,10358.992556933496
621,Dubai,11822.337973117828,10358.992556933496
4106,Dubai,11821.7920199275,10358.992556933496
433,Dubai,11821.722469520568,10358.992556933496
2394,Dubai,11820.847954177858,10358.992556933496
3849,Abu Dhabi,11819.109371042254,10358.992556933496
2662,Dubai,11816.337562799454,10358.992556933496
3257,Dubai,11815.260486638546,10358.992556933496
3090,Dubai,11814.895528531073,10358.992556933496
1935,Dubai,11814.127474141118,10358.992556933496
3492,Sharjah,11812.778018808367,10358.992556933496
1721,Dubai,11811.786516523367,10358.992556933496
4848,Dubai,11810.720965933797,10358.992556933496
3197,Dubai,11803.49854810238,10358.992556933496
1132,Sharjah,11800.634497356416,10358.992556933496
336,Dubai,11799.743462073804,10358.992556933496
2042,Dubai,11798.252973270417,10358.992556933496
55,Dubai,11797.974485373497,10358.992556933496
2135,Abu Dhabi,11797.367495810982,10358.992556933496
3451,Sharjah,11791.857474708557,10358.992556933496
286,Dubai,11790.680959081647,10358.992556933496
3896,Dubai,11790.577454471588,10358.992556933496
39,Abu Dhabi,11788.569495844842,10358.992556933496
1969,Dubai,11787.632408332825,10358.992556933496
1847,Dubai,11785.616050291062,10358.992556933496
4340,Sharjah,11785.39150831699,10358.992556933496
3986,Dubai,11784.704039335253,10358.992556933496
4323,Abu Dhabi,11783.116489171982,10358.992556933496
375,Sharjah,11776.843014168739,10358.992556933496
2523,Dubai,11775.522484445575,10358.992556933496
365,Abu Dhabi,11775.244413232802,10358.992556933496
3854,Dubai,11773.127533054352,10358.992556933496
2188,Dubai,11772.096533346175,10358.992556933496
1712,Abu Dhabi,11770.267421865465,10358.992556933496
203,Dubai,11766.007441186903,10358.992556933496
344,Dubai,11763.594516921044,10358.992556933496
4677,Dubai,11761.739495229722,10358.992556933496
1284,Dubai,11759.547042524815,10358.992556933496
4228,Sharjah,11758.719486284255,10358.992556933496
694,Abu Dhabi,11757.237932574748,10358.992556933496
252,Dubai,11755.345988035202,10358.992556933496
1569,Dubai,11753.54843184948,10358.992556933496
118,Dubai,11752.423004102708,10358.992556933496
94,Abu Dhabi,11750.322004652024,10358.992556933496
4425,Dubai,11749.484507465362,10358.992556933496
4238,Dubai,11749.354399085045,10358.992556933496
787,Abu Dhabi,11746.300075149536,10358.992556933496
1403,Abu Dhabi,11744.926502466202,10358.992556933496
4497,Abu Dhabi,11744.528987121581,10358.992556933496
1320,Dubai,11741.81102733612,10358.992556933496
3987,Sharjah,11741.534529113767,10358.992556933496
862,Dubai,11735.459516477591,10358.992556933496
3925,Abu Dhabi,11734.669014716148,10358.992556933496
380,Dubai,11733.27896139622,10358.992556933496
4458,Abu Dhabi,11730.062972402573,10358.992556933496
3909,Abu Dhabi,11729.033929014206,10358.992556933496
3926,Sharjah,11728.387073516846,10358.992556933496
3803,Dubai,11728.032488369943,10358.992556933496
396,Dubai,11727.784966039657,10358.992556933496
2038,Dubai,11727.013022708894,10358.992556933496
748,Sharjah,11725.44196896553,10358.992556933496
4851,Abu Dhabi,11723.504025840763,10358.992556933496
1683,Abu Dhabi,11723.301012909413,10358.992556933496
3487,Dubai,11722.52444649935,10358.992556933496
1595,Sharjah,11722.083532238004,10358.992556933496
615,Sharjah,11720.531009817123,10358.992556933496
2400,Dubai,11720.074450051783,10358.992556933496
4756,Sharjah,11720.061517548562,10358.992556933496
2952,Dubai,11714.409408164025,10358.992556933496
3871,Abu Dhabi,11712.215471172336,10358.992556933496
3396,Sharjah,11711.94392313957,10358.992556933496
4988,Abu Dhabi,11711.809498405457,10358.992556933496
4267,Abu Dhabi,11710.468445181843,10358.992556933496
2692,Sharjah,11710.29250097275,10358.992556933496
3175,Abu Dhabi,11708.69897825718,10358.992556933496
1993,Dubai,11707.725030958652,10358.992556933496
2979,Abu Dhabi,11707.21951031685,10358.992556933496
2316,Dubai,11705.09402961731,10358.992556933496
4249,Dubai,11704.760950183869,10358.992556933496
3392,Abu Dhabi,11704.266428089144,10358.992556933496
219,Sharjah,11703.562953329085,10358.992556933496
87,Dubai,11702.49694367647,10358.992556933496
156,Abu Dhabi,11701.473958969114,10358.992556933496
185,Abu Dhabi,11700.584518885613,10358.992556933496
423,Abu Dhabi,11700.03100156784,10358.992556933496
353,Dubai,11699.830479574204,10358.992556933496
1520,Dubai,11697.968534064292,10358.992556933496
4432,Dubai,11697.913477754593,10358.992556933496
3148,Dubai,11697.8689804554,10358.992556933496
15,Abu Dhabi,11697.82352077961,10358.992556933496
218,Dubai,11694.472992873189,10358.992556933496
2649,Abu Dhabi,11691.412513113022,10358.992556933496
3611,Abu Dhabi,11691.046532297136,10358.992556933496
1997,Dubai,11690.943906068802,10358.992556933496
3355,Dubai,11687.748005151749,10358.992556933496
3783,Dubai,11687.456526947022,10358.992556933496
3498,Dubai,11687.025425267217,10358.992556933496
2238,Dubai,11685.49247970581,10358.992556933496
3091,Abu Dhabi,11684.981381893156,10358.992556933496
3296,Dubai,11684.474490880966,10358.992556933496
2205,Dubai,11678.834488797189,10358.992556933496
2363,Sharjah,11677.916549742222,10358.992556933496
3038,Dubai,11677.700926303864,10358.992556933496
843,Dubai,11677.500502800942,10358.992556933496
489,Dubai,11674.356006002425,10358.992556933496
3200,Dubai,11674.159092473983,10358.992556933496
3707,Abu Dhabi,11673.321863961219,10358.992556933496
1766,Abu Dhabi,11670.689013314248,10358.992556933496
3453,Abu Dhabi,11669.39248379469,10358.992556933496
