cust_id,city,total_spend,spend_tier
4412,Dubai,11521.816443634032,Medium
4247,Dubai,11520.176972532272,Medium
2592,Dubai,11519.880533671378,Medium
2043,Abu Dhabi,11517.472522640226,Medium
1131,Dubai,11516.297466707229,Medium
284,Abu Dhabi,11514.206544446946,Medium
618,Sharjah,11513.67700688839,Medium
2868,Sharjah,11512.802006244661,Medium
3445,Dubai,11512.708438706397,Medium
624,Dubai,11512.470498526096,Medium
1687,Dubai,11512.076449334623,Medium
820,Abu Dhabi,11511.767489433287,Medium
231,Abu Dhabi,11511.415426540374,Medium
201,Sharjah,11505.485037899018,Medium
2989,Sharjah,11504.882045602799,Medium
650,Dubai,11502.713393163678,Medium
4816,Dubai,11502.646006631849,Medium
3959,Abu Dhabi,11502.574488234519,Medium
2039,Dubai,11502.25890455246,Medium
1475,Abu Dhabi,11501.22891585826,Medium
1522,Sharjah,11498.97849063873,Medium
3617,Abu Dhabi,11498.915475678441,Medium
2194,Sharjah,11498.838007164004,Medium
3774,Dubai,11498.324427080155,Medium
2755,Dubai,11496.296505451206,Medium
2614,Dubai,11494.798568844797,Medium
949,Sharjah,11493.72349296808,Medium
3028,Dubai,11490.53489871025,Medium
1664,Abu Dhabi,11489.290520453456,Medium
1690,Sharjah,11488.910998249054,Medium
2797,Abu Dhabi,11488.82202217579,Medium
2266,Dubai,11487.715515220161,Medium
3662,Abu Dhabi,11487.188904237748,Medium
4375,Dubai,11486.97597384453,Medium
3390,Sharjah,11485.555561208723,Medium
2054,Abu Dhabi,11482.818539071084,Medium
2122,Abu Dhabi,11482.667484498024,Medium
3772,Sharjah,11482.335548210143,Medium
3346,Dubai,11480.218572473525,Medium
1921,Dubai,11478.989469218255,Medium
968,Dubai,11478.987998366356,Medium
2182,Dubai,11478.841018962861,Medium
1329,Dubai,11478.329528212547,Medium
4553,Dubai,11477.874036026004,Medium
4858,Sharjah,11475.502029848096,Medium
223,Dubai,11475.346997642517,Medium
436,Abu Dhabi,11474.285540127752,Medium
1985,Dubai,11472.920533084873,Medium
1639,Abu Dhabi,11471.93653731346,Medium
1594,Abu Dhabi,11469.991575694085,Medium
3353,Dubai,11469.84449906349,Medium
1027,Sharjah,11469.646415376665,Medium
1459,Dubai,11469.496489143368,Medium
2361,Dubai,11469.403055000306,Medium
2575,Dubai,11468.781097674373,Medium
3593,Abu Dhabi,11467.414433789254,Medium
200,Dubai,11467.34350912571,Medium
1986,Abu Dhabi,11466.570456647873,Medium
1829,Sharjah,11465.91902170181,Medium
4518,Abu Dhabi,11463.956944108008,Medium
352,Dubai,11463.295538949968,Medium
401,Abu Dhabi,11461.309980130196,Medium
3340,Sharjah,11460.475046157842,Medium
370,Abu Dhabi,11460.347530913352,Medium
2086,Dubai,11459.4615557909,Medium
3081,Abu Dhabi,11459.40643609762,Medium
92,Abu Dhabi,11455.504479551317,Medium
3110,Dubai,11454.89845161438,Medium
684,Dubai,11453.266460561752,Medium
3514,Abu Dhabi,11453.127455353739,Medium
1848,Dubai,11452.577958393096,Medium
4148,Dubai,11451.613519382476,Medium
2487,Abu Dhabi,11449.925456857678,Medium
2691,Abu Dhabi,11447.503526616096,Medium
4740,Dubai,11447.256480550768,Medium
241,Abu Dhabi,11445.520518434048,Medium
2621,Dubai,11442.317057442666,Medium
4410,Dubai,11442.085437345504,Medium
2902,Dubai,11440.947009444237,Medium
2240,Sharjah,11440.495945668219,Medium
3303,Abu Dhabi,11438.583534431458,Medium
1031,Abu Dhabi,11437.84949541092,Medium
362,Sharjah,11436.608501386641,Medium
1694,Dubai,11432.3155074358,Medium
236,Abu Dhabi,11431.186956214904,Medium
4043,Sharjah,11430.995987176897,Medium
4946,Dubai,11430.149976491926,Medium
3114,Dubai,11429.375565862656,Medium
811,Abu Dhabi,11427.753375768661,Medium
3999,Abu Dhabi,11427.19253041744,Medium
3107,Dubai,11426.908983612066,Medium
239,Dubai,11420.450563788414,Medium
872,Dubai,11419.668985569477,Medium
2520,Abu Dhabi,11418.729469370843,Medium
3512,Dubai,11416.080014300349,Medium
802,Dubai,11415.706077528,Medium
2824,Dubai,11414.169508147237,Medium
3840,Dubai,11413.642478871347,Medium
799,Dubai,11413.503563690181,Medium
4177,Abu Dhabi,11412.321981716155,Medium
769,Dubai,11411.112433862687,Medium
2469,Abu Dhabi,11410.788965940477,Medium
2348,Abu Dhabi,11410.106004333498,Medium
1536,Abu Dhabi,11407.063406419755,Medium
4647,Sharjah,11406.097019076346,Medium
4352,Abu Dhabi,11405.987540912629,Medium
4282,Abu Dhabi,11404.82699816227,Medium
3704,Abu Dhabi,11404.335528135302,Medium
2173,Abu Dhabi,11403.980503225328,Medium
152,Dubai,11403.213584923738,Medium
2973,Abu Dhabi,11401.584562849997,Medium
4703,Abu Dhabi,11398.501020383836,Medium
4492,Dubai,11397.730053949355,Medium
1214,Dubai,11394.198920440673,Medium
2000,Sharjah,11392.448484897612,Medium
4110,Sharjah,11392.045036458969,Medium
4576,Abu Dhabi,11391.974636483194,Medium
984,Dubai,11390.041467952728,Medium
268,Dubai,11389.962491345406,Medium
2552,Abu Dhabi,11389.057426118847,Medium
2808,Dubai,11388.286446332932,Medium
1341,Dubai,11387.55849881172,Medium
3371,Sharjah,11387.407453751566,Medium
4187,Abu Dhabi,11387.26254973412,Medium
3623,Abu Dhabi,11387.177445578574,Medium
83,Dubai,11386.852024829388,Medium
3066,Sharjah,11385.731990408898,Medium
4213,Dubai,11385.42850574255,Medium
4637,Sharjah,11385.42349052429,Medium
74,Abu Dhabi,11385.327941477299,Medium
4168,Dubai,11385.116529464722,Medium
1531,Dubai,11384.662492132185,Medium
4960,Sharjah,11384.504919433593,Medium
3155,Abu Dhabi,11383.898008823393,Medium
1000,Dubai,11382.265557312965,Medium
679,Dubai,11381.875590038297,Medium
859,Abu Dhabi,11381.096971940997,Medium
3118,Abu Dhabi,11380.943454277518,Medium
3002,Dubai,11380.231949329376,Medium
731,Dubai,11378.429511737824,Medium
4167,Dubai,11377.444959998129,Medium
4757,Dubai,11376.954019355771,Medium
4508,Sharjah,11376.508036518097,Medium
3920,Dubai,11375.42797996998,Medium
2470,Abu Dhabi,11374.619946050645,Medium
4431,Abu Dhabi,11374.09848232269,Medium
1002,Dubai,11371.232538866994,Medium
2007,Sharjah,11369.518591761587,Medium
3421,Abu Dhabi,11367.93302570582,Medium
3283,Abu Dhabi,11367.902629041671,Medium
342,Dubai,11367.6340760231,Medium
4065,Dubai,11366.890061712265,Medium
4876,Dubai,11365.355499410629,Medium
1453,Abu Dhabi,11364.809475994112,Medium
3735,Sharjah,11363.109995055196,Medium
4854,Dubai,11361.910919153688,Medium
127,Dubai,11361.858452391625,Medium
2664,Dubai,11359.585983908179,Medium
955,Sharjah,11356.15152873993,Medium
2018,Dubai,11356.139471435548,Medium
969,Abu Dhabi,11355.319526696207,Medium
3480,Abu Dhabi,11353.747009706494,Medium
2208,Sharjah,11352.365521156788,Medium
3324,Dubai,11351.70751881599,Medium
2825,Dubai,11350.624950981139,Medium
1282,Abu Dhabi,11348.986993527413,Medium
758,Dubai,11348.71597046852,Medium
4244,Dubai,11347.645519542693,Medium
4030,Sharjah,11347.45153950453,Medium
1975,Abu Dhabi,11344.668007254602,Medium
661,Sharjah,11344.243920230865,Medium
3778,Abu Dhabi,11344.114976978299,Medium
3134,Dubai,11343.465489006041,Medium
1369,Abu Dhabi,11342.680995750425,Medium
2579,Abu Dhabi,11340.97755455971,Medium
4736,Abu Dhabi,11340.11605552435,Medium
3056,Dubai,11339.198017358776,Medium
2708,Dubai,11338.287493848798,Medium
4373,Dubai,11332.40749349594,Medium
3292,Sharjah,11330.502932667732,Medium
2462,Dubai,11329.357491636278,Medium
4462,Dubai,11328.517483282089,Medium
3202,Abu Dhabi,11327.690034866333,Medium
2081,Sharjah,11326.955507230758,Medium
3321,Dubai,11326.21791226864,Medium
4122,Sharjah,11325.021992206572,Medium
1960,Abu Dhabi,11323.850948190686,Medium
279,Dubai,11322.665084147453,Medium
2409,Dubai,11321.501549696923,Medium
2762,Sharjah,11321.191025662425,Medium
1363,Dubai,11320.155427074433,Medium
4977,Sharjah,11320.026449918747,Medium
2918,Sharjah,11318.660494065283,Medium
1287,Dubai,11317.68352034092,Medium
4188,Abu Dhabi,11316.746997785569,Medium
169,Dubai,11316.61000814438,Medium
2283,Dubai,11315.110874009133,Medium
3711,Abu Dhabi,11314.436527633667,Medium
880,Sharjah,11314.12948462963,Medium
854,Sharjah,11313.483503985406,Medium
4009,Dubai,11313.00395140648,Medium
1357,Dubai,11312.93195800781,Medium
60,Dubai,11312.713977169993,Medium
3420,Abu Dhabi,11311.46996935606,Medium
4924,Abu Dhabi,11311.163980817793,Medium
1421,Dubai,11308.197939634323,Medium
1830,Dubai,11307.634421443938,Medium
1602,Dubai,11307.188472771646,Medium
3181,Dubai,11305.528073716163,Medium
2570,Dubai,11304.981065511707,Medium
4944,Sharjah,11304.104038071631,Medium
4277,Dubai,11302.580011463166,Medium
1198,Abu Dhabi,11302.064044713976,Medium
2479,Dubai,11301.142564821243,Medium
599,Sharjah,11300.049504172805,Medium
1353,Dubai,11294.793907594682,Medium
2610,Dubai,11294.639521384239,Medium
2874,Dubai,11294.212036287785,Medium
463,Sharjah,11293.562499547006,Medium
4916,Abu Dhabi,11291.92053642273,Medium
1534,Dubai,11290.850993180275,Medium
2793,Abu Dhabi,11290.053984212875,Medium
1716,Dubai,11289.05699760914,Medium
649,Dubai,11288.660468482973,Medium
2424,Abu Dhabi,11288.005448627473,Medium
51,Dubai,11287.956466794012,Medium
644,Dubai,11284.37403383255,Medium
4778,Sharjah,11283.451545274258,Medium
47,Sharjah,11282.560486412047,Medium
1850,Dubai,11282.347123503685,Medium
4283,Dubai,11280.82795767784,Medium
1062,Dubai,11279.098423528672,Medium
3816,Dubai,11278.868498659134,Medium
1628,Dubai,11278.040495848654,Medium
2840,Abu Dhabi,11276.573506355284,Medium
1301,Dubai,11276.417033791544,Medium
2397,Dubai,11276.000995099543,Medium
2846,Abu Dhabi,11274.681962585448,Medium
4038,Sharjah,11274.639042139052,Medium
1213,Dubai,11274.213517189026,Medium
1077,Dubai,11271.389951133731,Medium
994,Sharjah,11270.179532814027,Medium
2061,Dubai,11269.753449869155,Medium
4392,Dubai,11267.56049396992,Medium
1553,Abu Dhabi,11267.270418453216,Medium
835,Dubai,11266.279964423182,Medium
3026,Dubai,11264.32345534563,Medium
354,Sharjah,11262.118541860582,Medium
535,Sharjah,11261.18299744129,Medium
3598,Abu Dhabi,11258.607896804808,Medium
1474,Abu Dhabi,11257.64598507881,Medium
3247,Sharjah,11253.920890951158,Medium
1368,Dubai,11253.877469658852,Medium
3327,Abu Dhabi,11252.234960889817,Medium
3788,Abu Dhabi,11251.409544205666,Medium
1729,Abu Dhabi,11250.615975427627,Medium
3642,Dubai,11249.956465673447,Medium
507,Abu Dhabi,11249.158028113841,Medium
3343,Dubai,11248.622983264922,Medium
3712,Dubai,11247.345389556885,Medium
3645,Abu Dhabi,11246.125942492485,Medium
1197,Sharjah,11244.84703774452,Medium
4329,Dubai,11242.620066070553,Medium
271,Abu Dhabi,11241.858482527732,Medium
2176,Dubai,11241.245971536637,Medium
3968,Dubai,11240.136516928675,Medium
1560,Abu Dhabi,11237.653051507474,Medium
3699,Dubai,11232.417513370512,Medium
2551,Abu Dhabi,11232.256435799598,Medium
3215,Dubai,11232.070490765569,Medium
4791,Dubai,11231.572492694855,Medium
4887,Dubai,11230.815978121756,Medium
306,Dubai,11228.847047472002,Medium
481,Abu Dhabi,11226.232994270325,Medium
4304,Dubai,11225.735477256774,Medium
4415,Abu Dhabi,11225.578525900843,Medium
4448,Abu Dhabi,11224.949543499946,Medium
2573,Sharjah,11224.08148505688,Medium
911,Abu Dhabi,11221.933993017676,Medium
1452,Sharjah,11217.379056644437,Medium
666,Sharjah,11214.921453523635,Medium
1230,Dubai,11212.482964706422,Medium
40,Sharjah,11212.451519203185,Medium
2595,Dubai,11212.284988045692,Medium
4913,Dubai,11211.66799201965,Medium
2212,Sharjah,11211.248446321488,Medium
1660,Dubai,11210.771468281744,Medium
4100,Dubai,11209.33598432541,Medium
1095,Dubai,11207.461472296716,Medium
276,Dubai,11207.289970493315,Medium
4827,Abu Dhabi,11204.144410920144,Medium
4146,Sharjah,11203.77045741081,Medium
3462,Dubai,11203.25898449421,Medium
468,Dubai,11202.696972846981,Medium
1703,Sharjah,11202.59909515381,Medium
2838,Sharjah,11202.278499913218,Medium
1984,Abu Dhabi,11201.114983558655,Medium
4446,Dubai,11200.350963401796,Medium
4411,Abu Dhabi,11199.715042984486,Medium
4320,Sharjah,11199.617466378211,Medium
1711,Dubai,11199.32741971016,Medium
3767,Dubai,11199.154010438919,Medium
4461,Sharjah,11198.291559267042,Medium
1894,Abu Dhabi,11197.947008037567,Medium
4648,Dubai,11197.743547248841,Medium
3365,Sharjah,11197.46093864441,Medium
567,Sharjah,11197.287436318396,Medium
1405,Abu Dhabi,11197.144020843505,Medium
350,Sharjah,11196.988936579228,Medium
17,Sharjah,11196.937537503243,Medium
1285,Dubai,11196.577434563638,Medium
3965,Abu Dhabi,11195.66041092873,Medium
2079,Sharjah,11194.902511715887,Medium
2830,Dubai,11194.56156449318,Medium
508,Dubai,11189.987992739674,Medium
295,Abu Dhabi,11189.952027225496,Medium
3918,Abu Dhabi,11188.701960158347,Medium
1078,Sharjah,11188.079528999326,Medium
4111,Dubai,11187.970589637756,Medium
2483,Dubai,11186.32001143694,Medium
3266,Sharjah,11185.316475749014,Medium
2603,Dubai,11184.492015123365,Medium
3044,Dubai,11183.182536697388,Medium
4305,Sharjah,11179.856396722793,Medium
4983,Dubai,11179.077008008955,Medium
1066,Abu Dhabi,11177.782996749876,Medium
1518,Abu Dhabi,11177.149040341377,Medium
1478,Dubai,11176.269475889205,Medium
1148,Dubai,11176.099953746798,Medium
2622,Dubai,11175.667966604231,Medium
4454,Dubai,11171.872025966644,Medium
2839,Dubai,11169.126427030566,Medium
4240,Dubai,11169.118967962266,Medium
3723,Dubai,11168.319494247437,Medium
3583,Dubai,11166.600988221166,Medium
1542,Abu Dhabi,11165.601947808267,Medium
812,Dubai,11164.473554420472,Medium
5000,Dubai,11160.670947742463,Medium
542,Abu Dhabi,11159.7245313406,Medium
504,Sharjah,11159.61946541071,Medium
3572,Sharjah,11159.447978329657,Medium
3527,Sharjah,11159.289887619017,Medium
2177,Dubai,11157.501927137375,Medium
3003,Dubai,11157.140992307663,Medium
1298,Dubai,11156.063549399374,Medium
377,Abu Dhabi,11155.603999400138,Medium
230,Dubai,11155.388942909241,Medium
3119,Dubai,11154.920404195787,Medium
4868,Dubai,11154.606980490684,Medium
2630,Dubai,11154.01598958969,Medium
2143,Sharjah,11153.86044421196,Medium
1599,Dubai,11152.96049568653,Medium
1718,Abu Dhabi,11152.438522577286,Medium
639,Dubai,11151.578499114514,Medium
4782,Abu Dhabi,11149.438560581208,Medium
1245,Dubai,11146.792932367325,Medium
2314,Abu Dhabi,11146.277088177205,Medium
3330,Sharjah,11146.230412673951,Medium
3089,Dubai,11145.766433930401,Medium
2180,Abu Dhabi,11145.454975795743,Medium
147,Dubai,11144.300964617732,Medium
3725,Abu Dhabi,11142.769596576692,Medium
1938,Dubai,11138.412447404862,Medium
3383,Dubai,11137.82848010063,Medium
2465,Sharjah,11135.566446805,Medium
70,Dubai,11134.794507610797,Medium
972,Dubai,11133.376461148262,Medium
4395,Dubai,11132.992512869834,Medium
611,Dubai,11130.015039563179,Medium
4294,Sharjah,11129.575973391531,Medium
2798,Abu Dhabi,11127.837969255448,Medium
4655,Dubai,11127.338550126553,Medium
1750,Dubai,11126.728032636645,Medium
858,Abu Dhabi,11125.15250108242,Medium
4456,Dubai,11124.435978794096,Medium
214,Dubai,11124.289059829713,Medium
3988,Dubai,11123.812012863158,Medium
1468,Abu Dhabi,11123.57550010681,Medium
3295,Abu Dhabi,11122.191982913018,Medium
2624,Dubai,11121.914525103568,Medium
2791,Abu Dhabi,11121.886997342111,Medium
2598,Sharjah,11120.914998435974,Medium
827,Dubai,11119.596047067642,Medium
2980,Dubai,11119.200506544115,Medium
75,Dubai,11119.166028690337,Medium
409,Sharjah,11117.768967199323,Medium
549,Dubai,11116.612494230272,Medium
2856,Abu Dhabi,11115.649968981741,Medium
3839,Abu Dhabi,11114.541951417923,Medium
3289,Dubai,11114.480540299417,Medium
4273,Dubai,11113.435540246961,Medium
1853,Dubai,11112.724944376945,Medium
3664,Sharjah,11111.925920963286,Medium
2877,Abu Dhabi,11111.604974508286,Medium
3911,Dubai,11111.409982371331,Medium
3478,Sharjah,11111.28850529194,Medium
3696,Dubai,11109.964078998568,Medium
2823,Abu Dhabi,11109.86940431595,Medium
4016,Dubai,11108.476519536973,Medium
3456,Dubai,11107.433454418182,Medium
4651,Sharjah,11107.05442671776,Medium
4692,Dubai,11106.181436419492,Medium
4480,Dubai,11105.309925079346,Medium
2684,Dubai,11104.482501673692,Medium
4193,Dubai,11103.598453593253,Medium
3400,Abu Dhabi,11102.595521211626,Medium
734,Dubai,11101.282029175756,Medium
4229,Dubai,11100.662928676606,Medium
4302,Dubai,11099.590454936028,Medium
3183,Dubai,11099.272504711153,Medium
941,Abu Dhabi,11098.282493591309,Medium
1380,Abu Dhabi,11096.011883449555,Medium
4318,Dubai,11095.74097521305,Medium
1813,Dubai,11095.72699661255,Medium
1677,Abu Dhabi,11094.95097897053,Medium
4197,Dubai,11093.772954535485,Medium
2516,Sharjah,11093.761544561388,Medium
4124,Abu Dhabi,11093.088013076784,Medium
136,Dubai,11091.795509433747,Medium
257,Sharjah,11091.79351758957,Medium
108,Dubai,11090.671028256416,Medium
351,Sharjah,11086.3974973917,Medium
3052,Dubai,11086.093415629863,Medium
634,Dubai,11085.92194237709,Medium
3885,Sharjah,11085.257981896402,Medium
944,Dubai,11085.051888632774,Medium
3578,Sharjah,11081.43752245903,Medium
4050,Abu Dhabi,11078.678893661498,Medium
1239,Dubai,11078.385938119887,Medium
1494,Abu Dhabi,11078.252473688126,Medium
669,Abu Dhabi,11077.513460850718,Medium
4333,Sharjah,11076.030545461177,Medium
1208,Abu Dhabi,11074.89746184349,Medium
3102,Sharjah,11073.178513479232,Medium
892,Dubai,11072.778489589691,Medium
1926,Dubai,11071.149495840073,Medium
2221,Dubai,11069.322903132437,Medium
238,Abu Dhabi,11069.030508112906,Medium
2731,Sharjah,11069.024508905411,Medium
2306,Dubai,11068.003061389923,Medium
1498,Dubai,11067.729513382914,Medium
4102,Abu Dhabi,11067.29937303066,Medium
1757,Dubai,11064.382490348818,Medium
2141,Sharjah,11064.37594499588,Medium
496,Dubai,11064.145915746689,Medium
300,Dubai,11063.60596575737,Medium
3616,Sharjah,11063.156918120383,Medium
3921,Abu Dhabi,11061.984461879729,Medium
712,Sharjah,11060.856999778745,Medium
1100,Dubai,11059.181931400299,Medium
4698,Dubai,11057.300015711784,Medium
4438,Abu Dhabi,11056.148525691035,Medium
4174,Abu Dhabi,11054.993943214418,Medium
2906,Sharjah,11054.569419240952,Medium
1012,Sharjah,11054.26551911831,Medium
4416,Abu Dhabi,11054.194529151917,Medium
1398,Sharjah,11052.005941307545,Medium
503,Dubai,11051.605485010146,Medium
3140,Dubai,11050.78948612213,Medium
2910,Dubai,11050.581503438949,Medium
2345,Sharjah,11050.520428574087,Medium
2576,Dubai,11049.754970645905,Medium
1551,Abu Dhabi,11048.741071748733,Medium
105,Dubai,11048.134433126452,Medium
4085,Abu Dhabi,11046.734014701844,Medium
3666,Abu Dhabi,11046.056020259852,Medium
1265,Sharjah,11045.954492926598,Medium
3943,Dubai,11045.504432344436,Medium
1912,Sharjah,11044.274908447269,Medium
3553,Abu Dhabi,11044.104575181007,Medium
2120,Abu Dhabi,11037.751961874961,Medium
1154,Dubai,11036.312483739854,Medium
3716,Dubai,11036.131516146663,Medium
2819,Abu Dhabi,11035.67398798466,Medium
728,Abu Dhabi,11034.739983558653,Medium
4786,Abu Dhabi,11032.46400709152,Medium
3936,Abu Dhabi,11032.450047159195,Medium
1394,Dubai,11032.357969474791,Medium
1900,Dubai,11022.64740962982,Medium
4490,Sharjah,11021.83251116276,Medium
4180,Abu Dhabi,11021.116011857985,Medium
1003,Sharjah,11020.731056118011,Medium
4235,Dubai,11020.099432611465,Medium
1057,Abu Dhabi,11019.607538032531,Medium
3452,Dubai,11019.139460945127,Medium
195,Abu Dhabi,11018.174987173083,Medium
2914,Dubai,11017.851471710204,Medium
2309,Abu Dhabi,11017.619467782975,Medium
612,Dubai,11017.337476158145,Medium
1142,Abu Dhabi,11016.960448670387,Medium
1358,Dubai,11015.300965738297,Medium
462,Dubai,11015.196448922161,Medium
1319,Abu Dhabi,11014.250010609625,Medium
1437,Sharjah,11014.031949496271,Medium
2880,Dubai,11010.167016601561,Medium
3823,Dubai,11009.711974692342,Medium
104,Sharjah,11008.826046800612,Medium
2239,Abu Dhabi,11008.661484336852,Medium
4075,Sharjah,11008.340060138704,Medium
3318,Dubai,11006.024969697,Medium
3565,Abu Dhabi,11005.976540708543,Medium
4638,Abu Dhabi,11005.845493435856,Medium
98,Dubai,11005.684473526482,Medium
123,Abu Dhabi,11005.479529714583,Medium
191,Dubai,11004.439567422867,Medium
235,Abu Dhabi,11003.73607032299,Medium
2729,Sharjah,11003.148518276214,Medium
4046,Dubai,11002.325476980208,Medium
63,Dubai,11000.667549228667,Medium
2265,Abu Dhabi,10998.292487549787,Medium
3633,Abu Dhabi,10995.586944591998,Medium
990,Abu Dhabi,10995.562491559982,Medium
2089,Dubai,10995.180059623717,Medium
4612,Abu Dhabi,10994.609441685678,Medium
2186,Dubai,10993.70846602917,Medium
3376,Abu Dhabi,10993.596991539001,Medium
2921,Sharjah,10990.362523674965,Medium
1877,Dubai,10989.833938550953,Medium
2413,Dubai,10989.027033019065,Medium
213,Dubai,10988.98206849098,Medium
4981,Dubai,10988.836000585554,Medium
617,Dubai,10986.940501308442,Medium
2319,Abu Dhabi,10985.15051789284,Medium
991,Dubai,10983.38953642845,Medium
1192,Abu Dhabi,10982.666464543341,Medium
3874,Dubai,10982.597438764573,Medium
1033,Dubai,10982.424519205095,Medium
3758,Abu Dhabi,10980.826498079297,Medium
3244,Dubai,10978.741040802,Medium
3588,Dubai,10977.446995043754,Medium
1539,Dubai,10975.975971651076,Medium
1112,Dubai,10973.642997241019,Medium
4597,Abu Dhabi,10972.632070565223,Medium
961,Abu Dhabi,10972.343950843811,Medium
363,Abu Dhabi,10969.726032066344,Medium
402,Abu Dhabi,10969.156995463372,Medium
3273,Sharjah,10967.012976884844,Medium
4828,Abu Dhabi,10966.923031592369,Medium
3900,Dubai,10966.080939817428,Medium
3179,Sharjah,10965.00600619316,Medium
2538,Dubai,10964.621980762482,Medium
1954,Dubai,10963.024442601201,Medium
4973,Dubai,10962.840013217925,Medium
2416,Dubai,10962.021455144884,Medium
4243,Dubai,10961.782909059524,Medium
4509,Abu Dhabi,10961.514472794534,Medium
4236,Abu Dhabi,10961.328887104988,Medium
2999,Sharjah,10961.184452295307,Medium
533,Abu Dhabi,10961.012494325636,Medium
2200,Sharjah,10960.814562225341,Medium
1086,Abu Dhabi,10959.576950085164,Medium
447,Dubai,10959.168011188507,Medium
27,Sharjah,10957.027392530443,Medium
1263,Abu Dhabi,10956.755991888049,Medium
1253,Dubai,10956.723504424095,Medium
4310,Dubai,10955.289944863316,Medium
1194,Dubai,10952.266518878938,Medium
589,Abu Dhabi,10951.751524090765,Medium
4938,Dubai,10949.106437027454,Medium
3080,Abu Dhabi,10948.063473463058,Medium
4818,Abu Dhabi,10947.737950730327,Medium
2852,Dubai,10947.08851739168,Medium
4269,Abu Dhabi,10946.15961277485,Medium
3726,Dubai,10945.592033147812,Medium
4217,Sharjah,10944.197450554371,Medium
2615,Abu Dhabi,10943.26548155546,Medium
3796,Dubai,10942.319454693798,Medium
3377,Abu Dhabi,10939.777957367898,Medium
1409,Sharjah,10939.189969694615,Medium
3508,Abu Dhabi,10938.376011943816,Medium
480,Dubai,10935.019461512562,Medium
4974,Abu Dhabi,10934.945474624634,Medium
3287,Abu Dhabi,10934.933483791352,Medium
2515,Dubai,10933.195977687836,Medium
11,Abu Dhabi,10929.952474474907,Medium
3124,Dubai,10928.480913138392,Medium
4717,Dubai,10927.393936491011,Medium
2336,Dubai,10925.925502705573,Medium
4149,Abu Dhabi,10925.541007804872,Medium
531,Dubai,10923.7459962368,Medium
4683,Sharjah,10923.29746804237,Medium
3720,Dubai,10922.439503335952,Medium
2499,Abu Dhabi,10921.390082669259,Medium
3724,Dubai,10919.696937704082,Medium
3848,Abu Dhabi,10919.353545713426,Medium
4139,Abu Dhabi,10919.201133751872,Medium
3195,Dubai,10917.756431412698,Medium
4834,Dubai,10913.759496068953,Medium
4105,Dubai,10913.692935371399,Medium
3361,Sharjah,10913.533967614174,Medium
723,Dubai,10910.467083883286,Medium
963,Abu Dhabi,10910.22752251625,Medium
1810,Sharjah,10909.15896792412,Medium
3675,Dubai,10908.572977209093,Medium
4806,Dubai,10908.43455939293,Medium
4173,Abu Dhabi,10907.461035966875,Medium
1041,Dubai,10907.05851650238,Medium
9,Dubai,10906.522481703758,Medium
2366,Dubai,10904.407006859781,Medium
4003,Abu Dhabi,10903.641965806484,Medium
1480,Dubai,10903.39946510792,Medium
3880,Abu Dhabi,10903.266514801982,Medium
338,Abu Dhabi,10902.715466451644,Medium
3049,Dubai,10900.003416132928,Medium
4605,Dubai,10899.972486305236,Medium
1310,Dubai,10899.645529031754,Medium
4751,Abu Dhabi,10899.339949655532,Medium
2475,Dubai,10898.323012161256,Medium
767,Abu Dhabi,10897.110481667518,Medium
2639,Abu Dhabi,10894.85046854019,Medium
3550,Dubai,10892.727882146834,Medium
580,Dubai,10891.92894062996,Medium
2581,Dubai,10890.285022783279,Medium
1401,Abu Dhabi,10890.188499259946,Medium
4023,Dubai,10890.143544101713,Medium
4618,Dubai,10889.595550107955,Medium
510,Sharjah,10889.556930804254,Medium
3973,Dubai,10887.155044710638,Medium
3992,Abu Dhabi,10887.076024675374,Medium
2841,Sharjah,10886.383949136736,Medium
4937,Sharjah,10885.493977320195,Medium
4317,Dubai,10885.474088549612,Medium
3471,Dubai,10885.396934509277,Medium
1751,Dubai,10882.707021784785,Medium
4805,Dubai,10880.645994448661,Medium
541,Sharjah,10880.314574933054,Medium
1621,Dubai,10878.286407947538,Medium
3099,Abu Dhabi,10877.256066083908,Medium
4863,Dubai,10874.043526983263,Medium
4427,Dubai,10873.895986676216,Medium
4037,Dubai,10870.384987330437,Medium
2003,Dubai,10869.38897585869,Medium
3624,Dubai,10867.799954748154,Medium
2517,Abu Dhabi,10864.878565692903,Medium
2426,Dubai,10864.457024240492,Medium
1400,Dubai,10862.467012023924,Medium
3551,Abu Dhabi,10861.679979372024,Medium
144,Sharjah,10858.422985982897,Medium
3319,Abu Dhabi,10858.2949798584,Medium
3810,Abu Dhabi,10858.05002799034,Medium
3441,Abu Dhabi,10857.954941499233,Medium
3261,Dubai,10857.009910297395,Medium
1756,Dubai,10856.152472901345,Medium
749,Sharjah,10853.191507005693,Medium
596,Sharjah,10853.162452149389,Medium
836,Sharjah,10852.74102358818,Medium
4413,Dubai,10851.579957818985,Medium
2526,Dubai,10849.420958900453,Medium
3348,Sharjah,10848.119531631472,Medium
1570,Abu Dhabi,10847.549492788316,Medium
493,Abu Dhabi,10847.388013732434,Medium
4861,Sharjah,10844.838501882554,Medium
2675,Dubai,10844.372051048278,Medium
2831,Dubai,10844.228475594522,Medium
4872,Sharjah,10839.56097228527,Medium
3171,Dubai,10837.850978875162,Medium
3238,Sharjah,10837.527903246879,Medium
3595,Abu Dhabi,10836.824976396563,Medium
170,Abu Dhabi,10835.993477141854,Medium
